pickup_location,destination,pickup_lat,pickup_lng,dropoff_lat,dropoff_lng,distance_km,duration_minutes,traffic_level,weather_condition,transport_type,pickup_hour,is_weekend,fare_ngn
Ikoyi,Ikeja,6.4541,3.435,6.6018,3.3515,27.27,46.9,low,rainy,danfo,6,0,2475.0
Lekki,Maryland,6.4474,3.5562,6.5783,3.3676,35.51,98.8,moderate,cloudy,danfo,7,0,4121.0
Murtala Muhammed Airport,CMS (Marina),6.5774,3.3212,6.4549,3.3886,20.27,44.5,moderate,sunny,uber,17,1,7290.0
Victoria Island,Murtala Muhammed Airport,6.4281,3.4219,6.5774,3.3212,24.27,66.4,moderate,rainy,danfo,15,0,2895.0
Berger,Yaba,6.642,3.343,6.5158,3.3892,18.57,70.6,heavy,sunny,uber,13,0,7060.0
Ikeja,Victoria Island,6.6018,3.3515,6.4281,3.4219,28.84,110.0,heavy,thunderstorm,keke,15,1,9503.0
Berger,Ojota,6.642,3.343,6.582,3.388,10.01,35.0,heavy,cloudy,taxi,7,0,4233.0
Ikeja,Victoria Island,6.6018,3.3515,6.4281,3.4219,28.73,102.5,heavy,cloudy,taxi,7,1,11741.0
Berger,Oshodi,6.642,3.343,6.5489,3.3286,14.98,42.1,moderate,sunny,brt,15,0,1186.0
Ikoyi,Yaba,6.4541,3.435,6.5158,3.3892,11.03,27.2,moderate,sunny,uber,20,0,3513.0
Ikoyi,Yaba,6.4541,3.435,6.5158,3.3892,11.94,32.2,moderate,sunny,bolt,11,1,3590.0
Ojota,CMS (Marina),6.582,3.388,6.4549,3.3886,18.67,67.3,heavy,cloudy,bolt,3,0,7874.0
Berger,Victoria Island,6.642,3.343,6.4281,3.4219,33.97,62.5,low,cloudy,taxi,10,0,6198.0
Yaba,Victoria Island,6.5158,3.3892,6.4281,3.4219,13.54,96.7,gridlock,sunny,uber,7,0,10568.0
Murtala Muhammed Airport,Ikoyi,6.5774,3.3212,6.4541,3.435,26.9,74.3,moderate,thunderstorm,uber,8,0,11691.0
Maryland,Ikoyi,6.5783,3.3676,6.4541,3.435,20.6,75.2,heavy,sunny,danfo,12,0,2345.0
Yaba,Murtala Muhammed Airport,6.5158,3.3892,6.5774,3.3212,12.33,24.5,low,sunny,brt,10,0,680.0
Victoria Island,Ajah,6.4281,3.4219,6.4683,3.6015,25.66,97.2,heavy,cloudy,danfo,8,1,4090.0
Ajah,Surulere,6.4683,3.6015,6.4969,3.355,31.57,74.7,moderate,thunderstorm,bolt,0,0,10862.0
Yaba,Ajah,6.5158,3.3892,6.4683,3.6015,34.71,56.5,low,sunny,uber,10,0,6969.0
CMS (Marina),Murtala Muhammed Airport,6.4549,3.3886,6.5774,3.3212,20.52,53.8,moderate,rainy,uber,7,1,7843.0
Ikoyi,CMS (Marina),6.4541,3.435,6.4549,3.3886,6.17,13.3,moderate,sunny,danfo,23,0,699.0
Murtala Muhammed Airport,Victoria Island,6.5774,3.3212,6.4281,3.4219,28.75,52.1,low,sunny,taxi,18,0,6340.0
Ikeja,Berger,6.6018,3.3515,6.642,3.343,5.88,10.3,low,cloudy,brt,12,0,382.0
CMS (Marina),Berger,6.4549,3.3886,6.642,3.343,26.05,83.3,heavy,sunny,brt,6,0,2365.0
Surulere,Maryland,6.4969,3.355,6.5783,3.3676,12.51,28.4,moderate,rainy,keke,12,0,2227.0
Ikoyi,Maryland,6.4541,3.435,6.5783,3.3676,18.53,43.3,moderate,rainy,keke,1,0,3131.0
Ojota,Surulere,6.582,3.388,6.4969,3.355,13.12,21.1,low,cloudy,keke,13,0,1714.0
Lekki,Ojota,6.4474,3.5562,6.582,3.388,30.33,51.3,low,sunny,danfo,14,0,1989.0
Ikoyi,Victoria Island,6.4541,3.435,6.4281,3.4219,3.87,6.8,low,cloudy,danfo,13,0,409.0
Oshodi,Victoria Island,6.5489,3.3286,6.4281,3.4219,23.57,86.5,heavy,thunderstorm,brt,7,0,2802.0
Ikeja,Ojota,6.6018,3.3515,6.582,3.388,5.35,13.2,moderate,sunny,danfo,21,1,617.0
Ajah,Surulere,6.4683,3.6015,6.4969,3.355,37.23,76.1,low,sunny,uber,6,1,9771.0
Yaba,Lekki,6.5158,3.3892,6.4474,3.5562,28.84,69.6,moderate,sunny,danfo,13,1,2502.0
Maryland,Ikoyi,6.5783,3.3676,6.4541,3.435,21.59,33.6,low,cloudy,taxi,7,0,4735.0
Ikoyi,Surulere,6.4541,3.435,6.4969,3.355,13.35,32.6,moderate,sunny,uber,15,0,4716.0
Maryland,Berger,6.5783,3.3676,6.642,3.343,10.33,25.0,moderate,rainy,bolt,17,0,4210.0
Ojota,Maryland,6.582,3.388,6.5783,3.3676,2.93,20.0,gridlock,cloudy,danfo,22,0,802.0
Oshodi,Murtala Muhammed Airport,6.5489,3.3286,6.5774,3.3212,4.68,15.5,heavy,cloudy,taxi,16,0,2498.0
Victoria Island,Ajah,6.4281,3.4219,6.4683,3.6015,25.06,180.0,gridlock,sunny,uber,18,1,18220.0
Murtala Muhammed Airport,Victoria Island,6.5774,3.3212,6.4281,3.4219,25.98,81.6,heavy,sunny,brt,6,1,2563.0
Ikoyi,Oshodi,6.4541,3.435,6.5489,3.3286,21.35,116.6,gridlock,sunny,uber,6,1,14790.0
Oshodi,Murtala Muhammed Airport,6.5489,3.3286,6.5774,3.3212,4.6,18.3,heavy,rainy,keke,14,1,1370.0
Maryland,Oshodi,6.5783,3.3676,6.5489,3.3286,6.28,12.5,low,sunny,uber,9,0,1760.0
Ikoyi,Maryland,6.4541,3.435,6.5783,3.3676,22.24,34.7,low,thunderstorm,taxi,9,0,5058.0
CMS (Marina),Ojota,6.4549,3.3886,6.582,3.388,19.15,46.1,moderate,rainy,uber,13,0,6254.0
Lekki,CMS (Marina),6.4474,3.5562,6.4549,3.3886,23.09,52.0,moderate,sunny,keke,8,1,4040.0
Ikeja,Surulere,6.6018,3.3515,6.4969,3.355,15.6,43.9,moderate,cloudy,brt,10,0,1088.0
Surulere,Maryland,6.4969,3.355,6.5783,3.3676,10.75,23.5,moderate,cloudy,keke,0,0,1739.0
Ojota,Ajah,6.582,3.388,6.4683,3.6015,36.46,117.0,heavy,rainy,taxi,19,0,12443.0
Maryland,Victoria Island,6.5783,3.3676,6.4281,3.4219,21.96,67.3,heavy,cloudy,danfo,18,0,3025.0
Ojota,Surulere,6.582,3.388,6.4969,3.355,14.2,25.9,low,sunny,bolt,19,0,3324.0
Ojota,Ikoyi,6.582,3.388,6.4541,3.435,18.02,122.7,gridlock,sunny,brt,6,0,2500.0
Maryland,Ajah,6.5783,3.3676,6.4683,3.6015,33.28,106.2,heavy,cloudy,keke,4,0,6154.0
Lekki,Oshodi,6.4474,3.5562,6.5489,3.3286,37.73,129.1,heavy,cloudy,uber,7,0,17016.0
Lekki,Murtala Muhammed Airport,6.4474,3.5562,6.5774,3.3212,39.47,97.4,moderate,thunderstorm,bolt,23,1,14685.0
Victoria Island,Berger,6.4281,3.4219,6.642,3.343,35.55,124.8,heavy,sunny,taxi,8,1,13438.0
Yaba,Surulere,6.5158,3.3892,6.4969,3.355,5.01,10.3,low,sunny,danfo,13,0,483.0
Ikeja,Ajah,6.6018,3.3515,6.4683,3.6015,36.16,70.3,low,rainy,taxi,17,0,8902.0
Berger,Ajah,6.642,3.343,6.4683,3.6015,48.54,185.9,heavy,rainy,keke,1,0,10998.0
Ajah,Berger,6.4683,3.6015,6.642,3.343,43.5,121.9,moderate,cloudy,keke,7,0,8340.0
Ojota,Ikeja,6.582,3.388,6.6018,3.3515,6.56,14.9,moderate,sunny,uber,13,0,2166.0
Yaba,Ikeja,6.5158,3.3892,6.6018,3.3515,14.17,53.9,heavy,thunderstorm,brt,0,1,1548.0
CMS (Marina),Lekki,6.4549,3.3886,6.4474,3.5562,24.08,40.0,low,cloudy,uber,3,0,6075.0
Yaba,Ikoyi,6.5158,3.3892,6.4541,3.435,11.46,18.8,low,cloudy,danfo,14,0,872.0
CMS (Marina),Surulere,6.4549,3.3886,6.4969,3.355,6.87,11.9,low,thunderstorm,brt,6,0,630.0
Murtala Muhammed Airport,Surulere,6.5774,3.3212,6.4969,3.355,12.05,38.3,heavy,rainy,bolt,11,0,4886.0
Ajah,Ikoyi,6.4683,3.6015,6.4541,3.435,26.58,58.1,moderate,rainy,brt,14,0,1623.0
Oshodi,Ajah,6.5489,3.3286,6.4683,3.6015,44.73,165.5,heavy,thunderstorm,brt,7,0,5343.0
Murtala Muhammed Airport,Ikeja,6.5774,3.3212,6.6018,3.3515,6.06,11.5,low,cloudy,uber,17,1,2183.0
Berger,Murtala Muhammed Airport,6.642,3.343,6.5774,3.3212,10.9,41.4,heavy,rainy,keke,14,0,2526.0
Maryland,CMS (Marina),6.5783,3.3676,6.4549,3.3886,19.64,51.4,moderate,rainy,taxi,17,0,6438.0
Ikeja,Ojota,6.6018,3.3515,6.582,3.388,6.19,13.5,moderate,cloudy,uber,19,1,2403.0
Ikoyi,CMS (Marina),6.4541,3.435,6.4549,3.3886,6.56,15.6,moderate,rainy,brt,8,1,648.0
CMS (Marina),Victoria Island,6.4549,3.3886,6.4281,3.4219,6.05,21.9,heavy,rainy,uber,2,1,3734.0
CMS (Marina),Yaba,6.4549,3.3886,6.5158,3.3892,8.26,13.5,low,sunny,brt,10,1,475.0
Berger,Ikeja,6.642,3.343,6.6018,3.3515,5.97,9.7,low,sunny,keke,12,0,819.0
Murtala Muhammed Airport,Berger,6.5774,3.3212,6.642,3.343,9.56,15.2,low,cloudy,bolt,6,0,2792.0
Ikeja,Victoria Island,6.6018,3.3515,6.4281,3.4219,29.55,67.8,moderate,sunny,bolt,8,1,9259.0
Oshodi,Yaba,6.5489,3.3286,6.5158,3.3892,9.31,32.4,heavy,rainy,brt,9,0,892.0
Yaba,CMS (Marina),6.5158,3.3892,6.4549,3.3886,8.49,24.4,moderate,thunderstorm,brt,21,0,720.0
Berger,Oshodi,6.642,3.343,6.5489,3.3286,14.41,43.4,heavy,cloudy,danfo,11,1,1871.0
Surulere,Ojota,6.4969,3.355,6.582,3.388,13.11,45.7,heavy,sunny,brt,10,1,1143.0
Murtala Muhammed Airport,Ikoyi,6.5774,3.3212,6.4541,3.435,22.09,73.5,heavy,sunny,bolt,3,0,8448.0
Ajah,Ikeja,6.4683,3.6015,6.6018,3.3515,41.56,83.8,low,sunny,danfo,12,0,2960.0
Murtala Muhammed Airport,Ikeja,6.5774,3.3212,6.6018,3.3515,6.2,23.8,heavy,sunny,taxi,15,0,2874.0
Lekki,Ajah,6.4474,3.5562,6.4683,3.6015,6.7,18.5,moderate,thunderstorm,bolt,0,0,3165.0
Ikoyi,Berger,6.4541,3.435,6.642,3.343,27.48,165.7,gridlock,thunderstorm,danfo,11,0,6079.0
Maryland,Lekki,6.5783,3.3676,6.4474,3.5562,29.28,54.7,low,sunny,brt,12,0,1417.0
Ojota,Ajah,6.582,3.388,6.4683,3.6015,34.64,115.9,heavy,sunny,taxi,8,0,12553.0
Oshodi,Berger,6.5489,3.3286,6.642,3.343,13.17,50.8,heavy,cloudy,brt,9,0,1091.0
Ikoyi,CMS (Marina),6.4541,3.435,6.4549,3.3886,7.01,14.0,low,sunny,brt,12,0,424.0
Maryland,Yaba,6.5783,3.3676,6.5158,3.3892,10.34,20.7,low,sunny,danfo,18,0,1070.0
CMS (Marina),Lekki,6.4549,3.3886,6.4474,3.5562,25.34,59.0,moderate,sunny,keke,15,0,4227.0
Oshodi,CMS (Marina),6.5489,3.3286,6.4549,3.3886,14.7,56.4,heavy,cloudy,brt,12,0,1201.0
Berger,Ikoyi,6.642,3.343,6.4541,3.435,28.39,89.9,heavy,cloudy,bolt,17,1,12161.0
Ajah,Murtala Muhammed Airport,6.4683,3.6015,6.5774,3.3212,40.86,81.8,low,cloudy,bolt,8,0,9840.0
Surulere,Ajah,6.4969,3.355,6.4683,3.6015,38.47,108.3,moderate,rainy,bolt,7,0,14094.0
Ajah,Surulere,6.4683,3.6015,6.4969,3.355,39.44,93.9,moderate,sunny,brt,9,0,2231.0
Ojota,CMS (Marina),6.582,3.388,6.4549,3.3886,18.09,49.8,moderate,cloudy,bolt,15,1,6694.0
Yaba,Victoria Island,6.5158,3.3892,6.4281,3.4219,12.76,46.6,heavy,sunny,taxi,7,0,5452.0
Ojota,CMS (Marina),6.582,3.388,6.4549,3.3886,19.88,33.8,low,sunny,danfo,2,0,1473.0
Lekki,Yaba,6.4474,3.5562,6.5158,3.3892,25.51,67.0,moderate,cloudy,taxi,14,0,6042.0
Ajah,Victoria Island,6.4683,3.6015,6.4281,3.4219,27.11,46.3,low,cloudy,brt,13,0,1269.0
Ajah,Ikeja,6.4683,3.6015,6.6018,3.3515,42.09,151.4,heavy,sunny,uber,14,0,14576.0
Ikeja,Yaba,6.6018,3.3515,6.5158,3.3892,13.61,45.4,heavy,cloudy,brt,11,1,1177.0
Ikoyi,Ajah,6.4541,3.435,6.4683,3.6015,25.51,40.4,low,rainy,taxi,5,1,5557.0
Oshodi,Maryland,6.5489,3.3286,6.5783,3.3676,7.02,22.9,heavy,cloudy,bolt,3,1,3502.0
CMS (Marina),Ajah,6.4549,3.3886,6.4683,3.6015,29.15,103.9,heavy,cloudy,uber,13,1,11120.0
Maryland,Surulere,6.5783,3.3676,6.4969,3.355,12.08,28.6,moderate,sunny,bolt,1,0,3859.0
CMS (Marina),Ajah,6.4549,3.3886,6.4683,3.6015,28.33,75.1,moderate,cloudy,taxi,8,0,7746.0
CMS (Marina),Ikoyi,6.4549,3.3886,6.4541,3.435,7.36,19.7,moderate,cloudy,danfo,23,0,763.0
Ajah,Victoria Island,6.4683,3.6015,6.4281,3.4219,28.15,85.8,heavy,sunny,keke,20,1,5598.0
Yaba,CMS (Marina),6.5158,3.3892,6.4549,3.3886,9.6,19.5,low,cloudy,danfo,4,0,805.0
Maryland,Surulere,6.5783,3.3676,6.4969,3.355,10.91,24.3,moderate,rainy,bolt,22,0,3918.0
Yaba,Ikoyi,6.5158,3.3892,6.4541,3.435,11.71,20.0,low,sunny,danfo,19,0,854.0
Ajah,Ikeja,6.4683,3.6015,6.6018,3.3515,43.91,110.5,moderate,rainy,keke,12,1,7805.0
Berger,Ikeja,6.642,3.343,6.6018,3.3515,6.13,11.1,low,sunny,brt,6,1,467.0
Ajah,CMS (Marina),6.4683,3.6015,6.4549,3.3886,32.71,104.4,heavy,sunny,keke,10,0,5767.0
Murtala Muhammed Airport,Ajah,6.5774,3.3212,6.4683,3.6015,42.68,113.8,moderate,sunny,brt,4,1,2528.0
Maryland,Oshodi,6.5783,3.3676,6.5489,3.3286,6.98,21.0,heavy,cloudy,danfo,6,0,1088.0
Berger,Ojota,6.642,3.343,6.582,3.388,10.15,34.8,heavy,cloudy,brt,14,0,866.0
Victoria Island,Oshodi,6.4281,3.4219,6.5489,3.3286,22.32,143.4,gridlock,thunderstorm,keke,14,0,8882.0
Ojota,Berger,6.582,3.388,6.642,3.343,9.88,27.1,moderate,cloudy,danfo,15,0,1179.0
Berger,Ikeja,6.642,3.343,6.6018,3.3515,6.07,9.7,low,sunny,danfo,8,0,632.0
CMS (Marina),Ikoyi,6.4549,3.3886,6.4541,3.435,7.29,11.9,low,sunny,keke,11,0,1015.0
Ojota,Ikoyi,6.582,3.388,6.4541,3.435,19.27,54.6,moderate,rainy,keke,9,1,3410.0
Ikeja,CMS (Marina),6.6018,3.3515,6.4549,3.3886,21.31,37.3,low,cloudy,taxi,18,0,5032.0
Victoria Island,Surulere,6.4281,3.4219,6.4969,3.355,14.75,48.5,heavy,cloudy,keke,6,1,3682.0
Ikeja,Berger,6.6018,3.3515,6.642,3.343,5.31,20.0,heavy,thunderstorm,bolt,11,0,3196.0
Berger,Maryland,6.642,3.343,6.5783,3.3676,10.98,28.5,moderate,cloudy,uber,23,0,3896.0
Yaba,Surulere,6.5158,3.3892,6.4969,3.355,5.1,13.7,moderate,sunny,brt,6,1,514.0
Murtala Muhammed Airport,Ikoyi,6.5774,3.3212,6.4541,3.435,22.17,68.9,heavy,rainy,taxi,1,0,8698.0
Oshodi,CMS (Marina),6.5489,3.3286,6.4549,3.3886,16.94,46.3,moderate,sunny,brt,8,0,1272.0
Murtala Muhammed Airport,Maryland,6.5774,3.3212,6.5783,3.3676,6.43,10.8,low,sunny,danfo,14,1,609.0
Surulere,Ikoyi,6.4969,3.355,6.4541,3.435,12.31,21.9,low,sunny,bolt,8,0,3513.0
Oshodi,Yaba,6.5489,3.3286,6.5158,3.3892,9.44,20.5,moderate,rainy,bolt,8,0,3985.0
Victoria Island,Lekki,6.4281,3.4219,6.4474,3.5562,20.43,41.3,low,cloudy,uber,15,0,5636.0
Berger,Ajah,6.642,3.343,6.4683,3.6015,47.42,136.4,moderate,rainy,bolt,12,1,13780.0
Berger,Maryland,6.642,3.343,6.5783,3.3676,8.96,21.8,moderate,thunderstorm,bolt,5,0,3585.0
Murtala Muhammed Airport,Ojota,6.5774,3.3212,6.582,3.388,10.29,20.3,low,cloudy,taxi,13,0,2374.0
Ajah,Ikeja,6.4683,3.6015,6.6018,3.3515,43.87,109.6,moderate,sunny,danfo,14,0,3545.0
Berger,Ajah,6.642,3.343,6.4683,3.6015,48.91,124.3,moderate,cloudy,bolt,2,1,15514.0
Ajah,Maryland,6.4683,3.6015,6.5783,3.3676,36.83,59.4,low,sunny,uber,15,1,9078.0
Murtala Muhammed Airport,Surulere,6.5774,3.3212,6.4969,3.355,13.84,39.0,moderate,sunny,bolt,10,0,4294.0
Ikeja,Surulere,6.6018,3.3515,6.4969,3.355,16.66,26.5,low,sunny,bolt,10,1,3970.0
CMS (Marina),Oshodi,6.4549,3.3886,6.5489,3.3286,15.35,34.1,moderate,sunny,bolt,8,0,5217.0
Ojota,Murtala Muhammed Airport,6.582,3.388,6.5774,3.3212,10.72,71.2,gridlock,thunderstorm,danfo,5,0,2510.0
Ajah,Surulere,6.4683,3.6015,6.4969,3.355,38.6,89.1,moderate,cloudy,danfo,8,1,3966.0
Lekki,Ajah,6.4474,3.5562,6.4683,3.6015,6.63,20.8,heavy,sunny,brt,8,1,753.0
Ajah,Oshodi,6.4683,3.6015,6.5489,3.3286,37.94,97.5,moderate,rainy,danfo,15,0,4352.0
Victoria Island,CMS (Marina),6.4281,3.4219,6.4549,3.3886,5.89,33.7,gridlock,sunny,bolt,15,0,4436.0
Murtala Muhammed Airport,Ikoyi,6.5774,3.3212,6.4541,3.435,23.0,44.8,low,cloudy,bolt,14,0,4794.0
Lekki,Victoria Island,6.4474,3.5562,6.4281,3.4219,19.51,65.0,heavy,cloudy,taxi,4,1,7667.0
Surulere,Berger,6.4969,3.355,6.642,3.343,19.93,52.7,moderate,rainy,taxi,5,0,5293.0
Ikoyi,Lekki,6.4541,3.435,6.4474,3.5562,16.1,62.4,heavy,sunny,bolt,21,0,7390.0
Surulere,Ikoyi,6.4969,3.355,6.4541,3.435,13.01,47.0,heavy,rainy,brt,11,0,1210.0
Yaba,Ikoyi,6.5158,3.3892,6.4541,3.435,11.33,42.9,heavy,sunny,keke,15,0,2873.0
CMS (Marina),Maryland,6.4549,3.3886,6.5783,3.3676,19.08,42.5,moderate,sunny,danfo,11,0,1722.0
Victoria Island,Ikeja,6.4281,3.4219,6.6018,3.3515,27.71,46.8,low,rainy,keke,4,0,3458.0
Victoria Island,Ajah,6.4281,3.4219,6.4683,3.6015,25.97,177.5,gridlock,rainy,taxi,13,1,14691.0
Murtala Muhammed Airport,Ikoyi,6.5774,3.3212,6.4541,3.435,24.27,83.9,heavy,thunderstorm,bolt,8,0,12996.0
CMS (Marina),Murtala Muhammed Airport,6.4549,3.3886,6.5774,3.3212,20.49,49.7,moderate,cloudy,keke,6,1,3796.0
Victoria Island,Maryland,6.4281,3.4219,6.5783,3.3676,23.6,51.7,moderate,rainy,brt,13,0,1589.0
CMS (Marina),Surulere,6.4549,3.3886,6.4969,3.355,7.37,50.7,gridlock,rainy,danfo,22,0,1613.0
Yaba,Victoria Island,6.5158,3.3892,6.4281,3.4219,12.62,22.9,low,sunny,danfo,17,1,1286.0
Oshodi,Ikeja,6.5489,3.3286,6.6018,3.3515,8.7,24.7,moderate,sunny,bolt,11,0,2934.0
Surulere,Ajah,6.4969,3.355,6.4683,3.6015,37.59,69.9,low,cloudy,bolt,9,1,8567.0
Berger,Ojota,6.642,3.343,6.582,3.388,11.02,28.1,moderate,rainy,danfo,15,0,1462.0
Victoria Island,Ikoyi,6.4281,3.4219,6.4541,3.435,4.67,14.0,heavy,sunny,brt,13,0,462.0
Ikoyi,CMS (Marina),6.4541,3.435,6.4549,3.3886,6.4,16.2,moderate,sunny,uber,8,0,2871.0
Yaba,Murtala Muhammed Airport,6.5158,3.3892,6.5774,3.3212,12.86,35.6,moderate,cloudy,taxi,14,0,3323.0
Maryland,Oshodi,6.5783,3.3676,6.5489,3.3286,6.93,11.0,low,cloudy,taxi,7,0,1928.0
Berger,Surulere,6.642,3.343,6.4969,3.355,21.46,76.2,heavy,cloudy,uber,16,1,10102.0
Ikoyi,Surulere,6.4541,3.435,6.4969,3.355,14.23,56.9,heavy,thunderstorm,taxi,16,0,7035.0
Lekki,CMS (Marina),6.4474,3.5562,6.4549,3.3886,22.65,58.5,moderate,rainy,bolt,13,1,7303.0
Lekki,Berger,6.4474,3.5562,6.642,3.343,39.31,144.4,heavy,sunny,taxi,14,0,11599.0
Murtala Muhammed Airport,Maryland,6.5774,3.3212,6.5783,3.3676,7.04,49.3,gridlock,sunny,uber,14,1,5167.0
Surulere,Victoria Island,6.4969,3.355,6.4281,3.4219,12.28,29.1,moderate,rainy,danfo,1,0,1246.0
Ikoyi,Oshodi,6.4541,3.435,6.5489,3.3286,19.74,34.1,low,sunny,uber,19,1,4483.0
CMS (Marina),Ikoyi,6.4549,3.3886,6.4541,3.435,6.26,14.0,moderate,thunderstorm,keke,8,0,1577.0
Maryland,Lekki,6.5783,3.3676,6.4474,3.5562,35.37,138.3,heavy,sunny,taxi,2,0,13568.0
Ojota,Berger,6.582,3.388,6.642,3.343,9.82,27.3,moderate,rainy,uber,18,0,4083.0
Ajah,Maryland,6.4683,3.6015,6.5783,3.3676,33.57,110.3,heavy,sunny,taxi,2,0,11292.0
Ajah,Berger,6.4683,3.6015,6.642,3.343,47.77,103.7,moderate,cloudy,keke,17,1,8740.0
Oshodi,Surulere,6.5489,3.3286,6.4969,3.355,8.1,30.9,heavy,sunny,bolt,10,1,3577.0
Ojota,Yaba,6.582,3.388,6.5158,3.3892,9.49,23.7,moderate,sunny,danfo,16,1,1133.0
Ojota,Surulere,6.582,3.388,6.4969,3.355,14.23,28.5,low,cloudy,brt,16,0,938.0
CMS (Marina),Oshodi,6.4549,3.3886,6.5489,3.3286,16.89,31.5,low,sunny,keke,1,1,2078.0
Oshodi,Ikeja,6.5489,3.3286,6.6018,3.3515,8.7,17.3,low,cloudy,brt,18,1,601.0
CMS (Marina),Lekki,6.4549,3.3886,6.4474,3.5562,23.04,54.7,moderate,cloudy,brt,17,0,1643.0
CMS (Marina),Murtala Muhammed Airport,6.4549,3.3886,6.5774,3.3212,21.4,57.3,moderate,sunny,taxi,14,0,4921.0
Lekki,Ikeja,6.4474,3.5562,6.6018,3.3515,37.92,115.4,heavy,sunny,taxi,1,0,11817.0
Murtala Muhammed Airport,Ikoyi,6.5774,3.3212,6.4541,3.435,25.31,64.8,moderate,rainy,taxi,7,0,8290.0
Berger,Yaba,6.642,3.343,6.5158,3.3892,20.74,116.7,gridlock,cloudy,taxi,8,1,11650.0
Ikeja,Maryland,6.6018,3.3515,6.5783,3.3676,4.0,13.1,heavy,sunny,keke,19,1,1024.0
Lekki,Victoria Island,6.4474,3.5562,6.4281,3.4219,20.64,37.9,low,sunny,bolt,18,0,4971.0
Ojota,Ikeja,6.582,3.388,6.6018,3.3515,5.85,41.3,gridlock,cloudy,danfo,21,1,1284.0
Surulere,Ikeja,6.4969,3.355,6.6018,3.3515,16.55,32.4,low,sunny,taxi,10,1,3655.0
Yaba,Ikeja,6.5158,3.3892,6.6018,3.3515,14.18,54.5,heavy,cloudy,uber,12,1,6418.0
Berger,Murtala Muhammed Airport,6.642,3.343,6.5774,3.3212,10.55,29.8,moderate,rainy,uber,15,0,4757.0
Ikoyi,Ajah,6.4541,3.435,6.4683,3.6015,23.38,55.2,moderate,rainy,uber,15,0,8404.0
Ikeja,Ajah,6.6018,3.3515,6.4683,3.6015,40.37,228.2,gridlock,rainy,taxi,21,1,24854.0
Murtala Muhammed Airport,Oshodi,6.5774,3.3212,6.5489,3.3286,4.1,13.8,heavy,sunny,brt,10,0,411.0
Ikoyi,Yaba,6.4541,3.435,6.5158,3.3892,10.73,17.0,low,cloudy,uber,1,1,3090.0
Ajah,Ojota,6.4683,3.6015,6.582,3.388,37.18,142.8,heavy,cloudy,brt,10,1,3208.0
Oshodi,Berger,6.5489,3.3286,6.642,3.343,13.67,43.8,heavy,rainy,bolt,21,0,6664.0
Victoria Island,Maryland,6.4281,3.4219,6.5783,3.3676,22.4,82.6,heavy,sunny,bolt,2,0,9277.0
Ojota,Surulere,6.582,3.388,6.4969,3.355,11.69,29.4,moderate,sunny,taxi,17,1,3784.0
Oshodi,Berger,6.5489,3.3286,6.642,3.343,13.83,27.6,low,sunny,taxi,11,0,3014.0
Victoria Island,Maryland,6.4281,3.4219,6.5783,3.3676,23.01,70.1,heavy,rainy,danfo,8,1,3791.0
Oshodi,Ojota,6.5489,3.3286,6.582,3.388,9.92,27.6,moderate,sunny,uber,17,1,4207.0
CMS (Marina),Maryland,6.4549,3.3886,6.5783,3.3676,17.76,43.2,moderate,cloudy,uber,10,0,5244.0
Ikoyi,Victoria Island,6.4541,3.435,6.4281,3.4219,4.37,16.2,heavy,cloudy,keke,8,0,1402.0
Ojota,Oshodi,6.582,3.388,6.5489,3.3286,9.33,33.8,heavy,cloudy,danfo,9,0,1260.0
Victoria Island,Maryland,6.4281,3.4219,6.5783,3.3676,23.31,86.0,heavy,sunny,taxi,7,0,9246.0
Victoria Island,Murtala Muhammed Airport,6.4281,3.4219,6.5774,3.3212,25.15,98.9,heavy,cloudy,brt,1,1,2107.0
Maryland,Ikeja,6.5783,3.3676,6.6018,3.3515,4.15,14.7,heavy,thunderstorm,danfo,18,0,1034.0
Oshodi,Ajah,6.5489,3.3286,6.4683,3.6015,44.32,89.4,low,cloudy,taxi,6,1,11071.0
Oshodi,Ikeja,6.5489,3.3286,6.6018,3.3515,7.94,15.7,low,sunny,bolt,17,1,2550.0
Oshodi,Yaba,6.5489,3.3286,6.5158,3.3892,10.04,59.5,gridlock,sunny,taxi,6,0,6369.0
Surulere,Ajah,6.4969,3.355,6.4683,3.6015,38.45,68.8,low,cloudy,bolt,7,0,9434.0
Surulere,Lekki,6.4969,3.355,6.4474,3.5562,28.52,67.4,moderate,cloudy,uber,19,0,8178.0
Murtala Muhammed Airport,Ojota,6.5774,3.3212,6.582,3.388,9.22,23.2,moderate,sunny,brt,17,0,781.0
Victoria Island,Ojota,6.4281,3.4219,6.582,3.388,25.04,93.2,heavy,cloudy,brt,14,0,2105.0
Maryland,Lekki,6.5783,3.3676,6.4474,3.5562,32.25,59.3,low,sunny,keke,5,0,3887.0
Ikoyi,Oshodi,6.4541,3.435,6.5489,3.3286,22.75,50.3,moderate,sunny,uber,23,1,6537.0
Maryland,Murtala Muhammed Airport,6.5783,3.3676,6.5774,3.3212,6.43,35.0,gridlock,sunny,brt,17,1,967.0
Ikoyi,CMS (Marina),6.4541,3.435,6.4549,3.3886,6.94,43.1,gridlock,sunny,taxi,6,1,5124.0
Yaba,Murtala Muhammed Airport,6.5158,3.3892,6.5774,3.3212,12.19,33.5,moderate,cloudy,keke,13,0,1953.0
